INSTNM,STABBR,PREDDEG,ST_FIPS,REGION,SAT_AVG,UGDS,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,UGDS_AIAN,UGDS_NHPI,UGDS_2MOR,UGDS_NRA,UGDS_UNKN,COSTT4_A,AVGFACSAL,C150_4,PFTFTUG1_EF,C150_4_WHITE,C150_4_BLACK,C200_4,PCTFLOAN,DEBT_MDN
Mansfield University of Pennsylvania,PA,3,42,2,965,2052,0.8138,0.098,0.0346,0.0078,0.001,0.0005,0.0229,0.0058,0.0156,22980,9661,0.5119,0.7508,0.5189,0.4828,0.5593,0.7643,19500
Pennsylvania State University-Penn State Shenango,PA,3,42,2,961,377,0.8541,0.0849,0.0265,0,0,0,0.0239,0,0.0106,22573,7113,0.3235,0.5556,0.3556,0.125,0.2742,0.6752,19500
East Stroudsburg University of Pennsylvania,PA,3,42,2,953,6085,0.6429,0.1573,0.1122,0.0186,0.0016,0.0012,0.0488,0.0031,0.0143,23238,9120,0.5734,0.6969,0.5962,0.4304,0.5761,0.6833,15000
Chestnut Hill College,PA,3,42,2,951,1337,0.4031,0.353,0.0912,0.0232,0.0007,0.0022,0.0404,0.0247,0.0613,46948,6419,0.484,0.5833,0.5793,0.2162,0.4845,0.8073,20062.5
Pennsylvania State University-Penn State Scranton,PA,3,42,2,950,972,0.8025,0.0278,0.0679,0.0556,0,0,0.0247,0.0062,0.0154,20651,8107,0.39,0.8073,0.4033,0.1667,0.4948,0.6983,19500
Bryn Athyn College of the New Church,PA,3,42,2,950,293,0.6689,0.1877,0.0887,0.0205,0.0068,0.0034,0.0034,0.0205,0,29922,7235,0.5,0.7071,0.4348,0.75,0.4857,0.635,15000
Mount Aloysius College,PA,3,42,2,946,1310,0.7603,0.0244,0.0084,0.0046,0.0023,0,0,0.0519,0.1481,33534,6585,0.3842,0.7371,0.4295,0.1579,0.435,0.6877,17220
Lock Haven University,PA,3,42,2,946,3786,0.837,0.0919,0.0235,0.0116,0.0048,0,0.0106,0.0058,0.0148,22303,10063,0.4819,0.8374,0.4922,0.3158,0.4861,0.7704,19500
Indiana University of Pennsylvania-Main Campus,PA,3,42,2,946,10482,0.7422,0.1212,0.0454,0.011,0.0008,0.0004,0.039,0.0342,0.0059,24115,9636,0.5399,0.8184,0.5806,0.3396,0.5479,0.7286,20500
Edinboro University of Pennsylvania,PA,3,42,2,945,4746,0.8087,0.0771,0.0297,0.0133,0.0017,0.0002,0.0362,0.0166,0.0164,21245,9470,0.4423,0.75,0.4585,0.2796,0.5195,0.7352,17500
Clarion University of Pennsylvania,PA,3,42,2,942,4252,0.8389,0.0746,0.0266,0.0063,0.0019,0.0014,0.0292,0.0049,0.0162,23794,9680,0.4905,0.7342,0.5273,0.1717,0.5074,0.7038,19000
Wilson College,PA,3,42,2,936,643,0.6843,0.0544,0.0467,0.0124,0.0031,0,0.0295,0.0467,0.1229,36597,6769,0.5938,0.7273,0.6667,0.2,0.4368,0.563,17432
Pennsylvania State University-Penn State Schuylkill,PA,3,42,2,934,707,0.6874,0.1697,0.082,0.0141,0,0.0014,0.0212,0.0141,0.0099,24190,8390,0.3931,0.8313,0.3554,0.3933,0.4441,0.7369,19500
Gwynedd Mercy University,PA,3,42,2,934,1944,0.4985,0.2006,0.037,0.0478,0.0021,0,0,0.0015,0.2124,44187,6785,0.5141,0.428,0.5642,0.25,0.5541,0.7595,20000
Holy Family University,PA,3,42,2,930,1767,0.6157,0.116,0.0555,0.0515,0.0017,0.0011,0,0.004,0.1545,35318,7118,0.6036,0.5704,0.6806,0.36,0.563,0.6293,20250
Thiel College,PA,3,42,2,927,851,0.7544,0.1375,0.0212,0.0235,0.0024,0,0.0317,0,0.0294,43137,6283,0.4217,0.9422,0.4524,0.2083,0.3817,0.824,25000
La Roche University,PA,3,42,2,922,1357,0.6057,0.098,0.0265,0.0155,0.0029,0.0022,0.0221,0.1621,0.0648,39021,7025,0.5539,0.6106,0.5956,0.3077,0.4375,0.6953,19000
California University of Pennsylvania,PA,3,42,2,918,5426,0.7687,0.1266,0.0293,0.0092,0.002,0.0013,0.0367,0.0077,0.0184,24049,9973,0.4952,0.5535,0.5131,0.3,0.582,0.7322,17346
Rosemont College,PA,3,42,2,899,616,0.3831,0.3945,0.0666,0.0341,0.0032,0.0032,0.0503,0,0.0649,47467,5114,0.4752,0.6583,0.5714,0.2778,0.4365,0.9395,16892
Neumann University,PA,3,42,2,888,2177,0.5342,0.2278,0.0473,0.0147,0.0005,0.0009,0.0211,0.0129,0.1406,39766,6801,0.5356,0.6745,0.5441,0.3947,0.5529,0.7066,23466
Keystone College,PA,3,42,2,878,1311,0.7338,0.0824,0.0748,0.0092,0.0023,0,0.0122,0.0038,0.0816,37089,6500,0.4244,0.6571,0.4599,0.24,0.3775,0.1718,18473
Lincoln University,PA,3,42,2,835,1816,0.0121,0.8359,0.0237,0.0011,0.0039,0,0.0132,0.0352,0.0749,25784,8542,0.4346,0.7978,0.5,0.4456,0.453,0.8672,20500
Central Penn College,PA,3,42,2,778,1335,0.5918,0.2584,0.0592,0.018,0.0187,0.003,0,0,0.0509,24271,5223,0.3176,0.1795,0.4902,0.2289,0.4224,0.8201,12612
University of Puerto Rico-Carolina,PR,3,72,9,1028,3819,0.0102,0.0021,0.977,0,0,0,0.0102,0.0005,0,12190,6033,0.4049,0.7727,0.6667,0.3333,0.5172,0.0677,4500
Brown University,RI,3,44,1,1459,6580,0.434,0.0652,0.1167,0.141,0.0047,0.002,0.0623,0.1131,0.0609,65380,14777,0.9552,0.9649,0.9663,0.8812,0.9741,0.2267,15439
Rhode Island School of Design,RI,3,44,1,1214,1999,0.3217,0.026,0.084,0.1956,0.002,0,0.047,0.2741,0.0495,64578,10617,0.8987,0.8686,0.9096,0.8235,0.8876,0.3694,26172
Providence College,RI,3,44,1,1145,3944,0.766,0.0411,0.0941,0.0104,0.0028,0.003,0.015,0.0205,0.0472,60139,9850,0.833,0.9247,0.8522,0.6531,0.8703,0.5472,27000
University of Rhode Island,RI,3,44,1,1081,13788,0.7207,0.0509,0.0962,0.033,0.0021,0.0005,0.0247,0.0137,0.0582,27552,10205,0.6283,0.8177,0.6458,0.5608,0.6092,0.7015,18500
Rhode Island College,RI,3,44,1,903,7224,0.6112,0.0893,0.1734,0.03,0.004,0.0008,0.0197,0.0032,0.0684,15630,7957,0.4739,0.6344,0.5284,0.2875,0.5022,0.5737,13320.5
Clemson University,SC,3,45,5,1269,18395,0.831,0.0683,0.0351,0.0241,0.0021,0.0003,0.0279,0.0068,0.0045,27722,9887,0.8109,0.7204,0.8323,0.6223,0.8311,0.3967,19000
University of South Carolina-Columbia,SC,3,45,5,1228,24970,0.7698,0.0915,0.0442,0.0277,0.0018,0.0012,0.037,0.0166,0.0102,26362,10612,0.7322,0.7218,0.7357,0.7023,0.7386,0.3538,19500
Wofford College,SC,3,45,5,1185,1675,0.803,0.0764,0.0352,0.0263,0.0018,0.0018,0.034,0.0137,0.0078,53305,8105,0.7995,0.9586,0.8123,0.7778,0.788,0.4301,21500
North Greenville University,SC,3,45,5,1119,2157,0.7909,0.0853,0.0287,0.0065,0.0023,0.0019,0,0.0028,0.0816,30987,5851,0.5717,0.7639,0.5959,0.5116,0.51,0.4615,11452.5
Presbyterian College,SC,3,45,5,1118,950,0.7642,0.1305,0.0284,0.0084,0.0021,0,0.0253,0.0337,0.0074,49380,7729,0.625,0.9082,0.6461,0.5143,0.6594,0.4774,18383.5
College of Charleston,SC,3,45,5,1111,10033,0.7903,0.0776,0.0522,0.0212,0.0027,0.0018,0.0368,0.0073,0.0101,27495,8572,0.6917,0.7543,0.6998,0.6182,0.6757,0.4092,15000
Bob Jones University,SC,3,45,5,1068,2387,0.7742,0.0163,0.0574,0.0168,0.0042,0.0071,0.0281,0.0628,0.0331,23856,4110,0.628,0.8671,0.6469,0.7143,0.7364,0.3819,12000
Columbia International University,SC,3,45,5,1067,491,0.7332,0.1141,0.0407,0.0204,0,0,0.0244,0.0346,0.0326,33958,4563,0.7383,0.6202,0.7978,0.5,0.6707,0.5299,15000
Anderson University,SC,3,45,5,1065,2749,0.8316,0.0738,0.0338,0.0051,0.0018,0.0011,0.0266,0.0058,0.0204,39014,6102,0.5279,0.7786,0.5718,0.2917,0.525,0.7152,18784
Citadel Military College of South Carolina,SC,3,45,5,1052,2693,0.7601,0.0913,0.0657,0.0215,0.0052,0.003,0.0412,0.0089,0.003,27030,8572,0.6937,0.8822,0.7173,0.6301,0.7075,0.4957,17958.5
Converse College,SC,3,45,5,1048,864,0.6713,0.0868,0.044,0.0058,0,0,0.0428,0.0162,0.1331,30434,6419,0.5536,0.7677,0.6016,0.3333,0.6026,0.7645,15000
Winthrop University,SC,3,45,5,1039,4790,0.5772,0.3035,0.0505,0.0121,0.0035,0.0013,0.0361,0.0157,0,26666,7697,0.5819,0.7495,0.5626,0.5845,0.5293,0.641,20000
Coastal Carolina University,SC,3,45,5,1030,9460,0.6719,0.2034,0.0439,0.0052,0.0032,0.001,0.0484,0.0148,0.0084,23038,7797,0.4168,0.7462,0.4168,0.4213,0.4692,0.6741,14000
Erskine College,SC,3,45,5,1028,610,0.5328,0.1066,0.0311,0.0148,0.0066,0.0066,0,0,0.3016,49710,4784,0.6319,0.9,0.6838,0.3889,0.4847,0.701,12000
Charleston Southern University,SC,3,45,5,1021,3190,0.6172,0.2592,0.0361,0.0166,0.0072,0.0019,0.026,0.0075,0.0282,36060,5591,0.3608,0.7405,0.4269,0.2765,0.3498,0.8306,15000
Limestone College,SC,3,45,5,1004,2801,0.442,0.4638,0.0332,0.0046,0.0036,0,0.0021,0.0368,0.0139,38714,5088,0.3345,0.5394,0.3818,0.2267,0.2917,0.7468,14750
University of South Carolina Aiken,SC,3,45,5,986,3122,0.5801,0.2681,0.0429,0.0102,0.0054,0.0006,0.0397,0.0404,0.0125,21724,6936,0.4242,0.6674,0.4618,0.3898,0.4079,0.59,14255.5
University of South Carolina Beaufort,SC,3,45,5,980,1987,0.5803,0.2245,0.0674,0.0106,0.0035,0.001,0.0403,0.0146,0.0579,21321,7119,0.2437,0.7076,0.2599,0.2239,0.2883,0.649,11000
Columbia College,SC,3,45,5,972,1452,0.553,0.3299,0.0399,0.0062,0.0096,0.0007,0.0255,0.0241,0.011,39976,6340,0.5024,0.3023,0.5289,0.4127,0.4801,0.7385,14670.5
University of South Carolina-Upstate,SC,3,45,5,964,5030,0.5495,0.2964,0.0547,0.027,0.0026,0.0006,0.035,0.0121,0.0221,22195,6547,0.4189,0.501,0.3883,0.4735,0.4011,0.6498,15000
Lander University,SC,3,45,5,964,2658,0.5941,0.2901,0.0158,0.0041,0.003,0.0004,0.0226,0.0391,0.0309,22037,6227,0.4292,0.7755,0.4653,0.3434,0.4675,0.6333,13000
Coker University,SC,3,45,5,959,1084,0.5646,0.3035,0.0286,0.0037,0.0055,0.0009,0.0507,0.0323,0.0101,36370,5805,0.4813,0.6978,0.5038,0.359,0.5066,0.8687,17035
Newberry College,SC,3,45,5,943,1063,0.5644,0.2606,0.0414,0.0066,0.0038,0,0.0329,0.0423,0.048,39896,5460,0.441,0.7808,0.4532,0.4082,0.4209,0.7697,14750
Francis Marion University,SC,3,45,5,927,3221,0.4744,0.4405,0.0208,0.0124,0.0037,0.0003,0.0273,0.0149,0.0056,19112,7525,0.4016,0.761,0.4403,0.3684,0.4393,0.7838,18345.5
Claflin University,SC,3,45,5,900,1904,0.0147,0.9076,0.0194,0.0095,0.0126,0.0005,0.0016,0.0247,0.0095,30584,6767,0.5603,0.8099,0.3333,0.5861,0.4989,0.8525,23750
South Carolina State University,SC,3,45,5,766,2499,0.0232,0.96,0.0048,0.0044,0.0024,0.0004,0.0028,0.002,0,29029,7164,0.3848,0.8079,0.4,0.3779,0.415,0.6966,22500
South Dakota School of Mines and Technology,SD,3,46,4,1201,2353,0.8372,0.0161,0.0506,0.0115,0.0174,0.0013,0.034,0.0259,0.0059,23570,9422,0.4779,0.8269,0.4934,0.5,0.5613,0.4721,18251
Augustana University,SD,3,46,4,1174,1613,0.8351,0.0223,0.0279,0.0087,0.0025,0,0.0211,0.0794,0.0031,39628,6729,0.7057,0.868,0.7197,0.3333,0.6714,0.5809,23259
South Dakota State University,SD,3,46,4,1069,9767,0.872,0.0188,0.0216,0.0091,0.0082,0.0008,0.0231,0.0432,0.0031,25761,8173,0.5304,0.7873,0.5456,0.3571,0.5998,0.5521,15500
University of Sioux Falls,SD,3,46,4,1050,1207,0.8699,0.0456,0.005,0.0124,0.0066,0.0025,0.0381,0.0099,0.0099,37037,6373,0.5279,0.7031,0.5556,0.4,0.5385,0.7083,15000
University of South Dakota,SD,3,46,4,1050,6153,0.8378,0.033,0.0359,0.0122,0.0195,0.0005,0.0336,0.0234,0.0041,20806,7940,0.5493,0.6343,0.5798,0.5556,0.5696,0.5426,16512
Dakota State University,SD,3,46,4,1029,1936,0.8321,0.0408,0.0382,0.017,0.0103,0.0015,0.0398,0.0129,0.0072,19017,7377,0.3917,0.5092,0.4066,0,0.4303,0.4702,12892
Black Hills State University,SD,3,46,4,1009,2770,0.8159,0.0134,0.0542,0.0072,0.0394,0.0018,0.0495,0.013,0.0058,19029,7118,0.3889,0.6207,0.4204,0.1667,0.3651,0.4813,12063.5
Dakota Wesleyan University,SD,3,46,4,1005,781,0.8924,0.0102,0.032,0.0051,0.0064,0,0.0371,0.0166,0,35694,5717,0.4765,0.659,0.4675,0,0.4342,0.7359,19500
Mount Marty College,SD,3,46,4,990,574,0.8136,0.0453,0.0732,0.0087,0.0314,0.007,0.0122,0,0.0087,36503,6259,0.475,0.6012,0.5047,0.3333,0.5407,0.3906,17875
Northern State University,SD,3,46,4,969,1537,0.812,0.0163,0.0345,0.0091,0.0267,0.0013,0.0319,0.0664,0.002,18612,7136,0.4605,0.685,0.4877,0.1818,0.4781,0.3424,15000
Presentation College,SD,3,46,4,944,809,0.686,0.1384,0.0779,0.021,0.0222,0.0074,0,0.0049,0.042,30710,5095,0.4038,0.5188,0.5,0,0.3898,0.7672,14750
Vanderbilt University,TN,3,47,5,1495,6844,0.5152,0.0923,0.0918,0.1246,0.0045,0.0019,0.0491,0.0712,0.0494,63532,12747,0.9243,0.8791,0.9364,0.9091,0.9318,0.1354,13439.5
Rhodes College,TN,3,47,5,1291,1980,0.7212,0.0768,0.052,0.0586,0.0035,0.0005,0.0379,0.0303,0.0192,57166,8307,0.792,0.9788,0.8103,0.8125,0.8063,0.3671,22000
The University of Tennessee-Knoxville,TN,3,47,5,1213,21984,0.7862,0.0666,0.0368,0.0345,0.0022,0.0008,0.0291,0.0155,0.0282,29626,10764,0.6883,0.7784,0.6996,0.6056,0.7095,0.4365,14000
Union University,TN,3,47,5,1200,2182,0.7067,0.2021,0.0257,0.022,0.0082,0.0009,0,0.0009,0.0335,47458,7574,0.6844,0.6043,0.6945,0.4783,0.6772,0.5516,20585
Belmont University,TN,3,47,5,1185,6232,0.8022,0.048,0.0496,0.0234,0.0035,0.001,0.0351,0.009,0.0282,47120,9438,0.6989,0.7947,0.7092,0.7097,0.7004,0.572,17750
Lipscomb University,TN,3,47,5,1142,2980,0.7604,0.0698,0.0624,0.0309,0.002,0.0007,0.0258,0.0275,0.0205,42170,7455,0.5751,0.7369,0.5962,0.3519,0.6311,0.5175,14145
Christian Brothers University,TN,3,47,5,1125,1440,0.4076,0.2771,0.0771,0.0604,0.0042,0,0.0319,0.0493,0.0924,39669,6625,0.5122,0.7832,0.5753,0.3253,0.5662,0.5894,16500
Lee University,TN,3,47,5,1107,4261,0.8008,0.0552,0.0268,0.0092,0.0047,0.0021,0.0202,0.0399,0.0413,28577,6167,0.5018,0.7112,0.5221,0.4,0.5613,0.6618,16815
Tennessee Technological University,TN,3,47,5,1103,9184,0.8245,0.0401,0.0283,0.0164,0.0014,0.0003,0.0305,0.0527,0.0058,23109,7834,0.5111,0.6846,0.5162,0.4588,0.5148,0.4281,11000
Bryan College-Dayton,TN,3,47,5,1099,964,0.8112,0.0622,0.0405,0.0073,0.0041,0.0021,0.029,0.0373,0.0062,33413,5317,0.5776,0.8254,0.5822,0.5,0.5258,0.45,11738
Freed-Hardeman University,TN,3,47,5,1098,1297,0.8026,0.0216,0.0185,0.0239,0.0093,0,0.0154,0.0131,0.0956,33653,6751,0.573,0.757,0.5976,0.3103,0.5224,0.6035,17583
The University of Tennessee-Chattanooga,TN,3,47,5,1088,10057,0.7663,0.1067,0.0376,0.0209,0.0025,0.0005,0.0485,0.0086,0.0085,21495,8052,0.4426,0.7141,0.4618,0.3655,0.4274,0.5053,12500
Maryville College,TN,3,47,5,1087,1177,0.7511,0.1266,0.0365,0.0102,0.0042,0.0025,0.045,0.0238,0,46000,6457,0.5451,0.8325,0.5708,0.35,0.5488,0.6999,12500
East Tennessee State University,TN,3,47,5,1069,10709,0.8211,0.0634,0.0224,0.0134,0.002,0.0009,0.0266,0.0385,0.0117,22439,6940,0.3972,0.6416,0.4172,0.2624,0.4614,0.4783,13250
Baptist Memorial College of Health Sciences,TN,3,47,5,1065,1057,0.4976,0.4418,0.0208,0.0208,0.0028,0,0,0,0.0161,20219,6797,0.717,0.2381,0.6829,0.875,0.5098,0.8128,28121
Carson-Newman University,TN,3,47,5,1058,1748,0.8238,0.0807,0.0257,0.0057,0.0057,0,0.0212,0.0309,0.0063,37376,5656,0.4942,0.8516,0.5324,0.3091,0.482,0.6067,14669.5
The University of Tennessee-Martin,TN,3,47,5,1050,5576,0.7717,0.1433,0.0233,0.0056,0.0022,0,0.0231,0.0308,0,18755,6974,0.5004,0.685,0.5191,0.4451,0.4985,0.5469,15656
Trevecca Nazarene University,TN,3,47,5,1031,1979,0.6139,0.1349,0.1263,0.0116,0.0035,0.002,0.0243,0.0243,0.0591,34779,6648,0.4872,0.8045,0.5556,0.1154,0.5185,0.4883,12625
Middle Tennessee State University,TN,3,47,5,1030,18998,0.6368,0.2139,0.048,0.0294,0.0027,0.0006,0.0321,0.0339,0.0026,20186,7059,0.4255,0.6026,0.4312,0.4025,0.5006,0.521,14250
Johnson University,TN,3,47,5,1025,842,0.8705,0.0297,0.0238,0.0012,0.0024,0,0.0131,0.0344,0.0249,22804,5419,0.5605,0.615,0.5714,0.8,0.6609,0.6213,15800
Tennessee Wesleyan University,TN,3,47,5,1019,999,0.5005,0.036,0.01,0.004,0,0,0.019,0,0.4304,30363,4992,0.4587,0.6176,0.4722,0.5,0.4542,0.1387,14250
University of Memphis,TN,3,47,5,1011,15962,0.4893,0.3744,0.047,0.0316,0.0026,0.0011,0.0384,0.0105,0.0049,21761,8557,0.4183,0.6397,0.5109,0.304,0.4648,0.5843,17500
Austin Peay State University,TN,3,47,5,1010,9116,0.6125,0.2142,0.0655,0.015,0.0034,0.0026,0.0592,0.0027,0.0247,20429,7337,0.3816,0.5734,0.422,0.2955,0.3983,0.5657,12670.5
Lincoln Memorial University,TN,3,47,5,1008,1616,0.8502,0.0514,0.0167,0.0136,0.0124,0,0,0.0402,0.0155,35102,6259,0.6392,0.5034,0.6535,0.3529,0.401,0.7427,13000
Watkins College of Art Design & Film,TN,3,47,5,999,243,0.7078,0.1358,0.0658,0.0165,0.0041,0.0041,0.0617,0,0.0041,35518,5805,0.3077,0.6324,0.3421,0.1111,0.3636,0.5788,20500
Visible Music College,TN,3,47,5,994,117,0.5556,0.2735,0.094,0.0085,0,0.0085,0.0171,0.0427,0,29547,3687,0.4545,0.5625,0.5294,0,0,0.6789,12000
Cumberland University,TN,3,47,5,988,1369,0.5953,0.1308,0.0299,0.0131,0.0095,0,0,0.0329,0.1885,34946,5301,0.546,0.6909,0.5692,0.25,0.3866,0.5475,17500
Tusculum University,TN,3,47,5,962,1585,0.7218,0.1464,0.0309,0.0044,0.0038,0.0006,0.0177,0.0366,0.0379,35365,4057,0.411,0.6807,0.4483,0.2763,0.3841,0.7221,17137
Memphis College of Art,TN,3,47,5,957,337,0.543,0.3264,0.0682,0.0119,0.0059,0,0.0267,0.003,0.0148,42289,4414,0.5733,0.6535,0.6136,0.4667,0.5248,0.7793,20055
O'More College of Design,TN,3,47,5,950,159,0.8365,0.0755,0.0126,0.0189,0.0126,0,0.0314,0.0126,0,38730,3472,0.3929,0.551,0.4231,0,0.5652,0.5988,17500
Bethel University,TN,3,47,5,930,4068,0.516,0.3963,0.0152,0.0034,0.0049,0.002,0.0116,0.015,0.0356,28832,3661,0.3528,0.385,0.3811,0.2073,0.3769,0.6286,17750
Rice University,TX,3,48,6,1490,3879,0.3661,0.0691,0.1431,0.2418,0.001,0.0008,0.04,0.1214,0.0168,58253,15378,0.9311,0.9635,0.9327,0.9123,0.9213,0.1691,10000
Southern Methodist University,TX,3,48,6,1330,6487,0.6493,0.0493,0.1104,0.0649,0.0031,0.0006,0.0395,0.082,0.0009,66889,12292,0.7879,0.8403,0.7886,0.8049,0.7781,0.2549,18250
The University of Texas at Austin,TX,3,48,6,1289,39676,0.4237,0.0419,0.2268,0.2082,0.0014,0.0015,0.036,0.0515,0.009,26101,11852,0.8122,0.7657,0.8522,0.7116,0.8263,0.3384,20366
Trinity University,TX,3,48,6,1282,2277,0.5538,0.0408,0.2069,0.0615,0.0031,0,0.0496,0.0632,0.0211,52618,10655,0.7734,0.9636,0.8034,0.6,0.8153,0.3547,21500
The University of Texas at Dallas,TX,3,48,6,1262,17339,0.3568,0.0593,0.1845,0.295,0.0021,0.0024,0.0431,0.0362,0.0206,23211,12447,0.6746,0.5743,0.6458,0.5072,0.7294,0.4716,13000
Baylor University,TX,3,48,6,1246,14309,0.6397,0.0658,0.1474,0.06,0.0034,0.0004,0.046,0.0347,0.0025,56701,9468,0.7403,0.8889,0.7732,0.6434,0.7301,0.4293,19500
Texas Christian University,TX,3,48,6,1223,8852,0.7218,0.0505,0.1237,0.0281,0.0084,0.002,0.0033,0.0455,0.0167,58040,10947,0.7708,0.8127,0.7879,0.6706,0.7575,0.2841,18126
Texas A & M University-College Station,TX,3,48,6,1205,50416,0.6319,0.0313,0.2258,0.0627,0.0027,0.0012,0.0304,0.0125,0.0015,24682,11051,0.8022,0.6974,0.8274,0.7196,0.8057,0.3272,15500
Austin College,TX,3,48,6,1195,1259,0.5187,0.0786,0.193,0.1406,0.0095,0.0016,0.0294,0.0278,0.0008,50206,7391,0.7296,0.9151,0.7692,0.4167,0.7704,0.7347,19500
University of Dallas,TX,3,48,6,1184,1393,0.6246,0.0201,0.2168,0.056,0.0072,0.0043,0.0316,0.0302,0.0093,50947,7808,0.6747,0.8854,0.7276,0.2857,0.7038,0.4978,19500
Southwestern University,TX,3,48,6,1165,1486,0.6184,0.0559,0.2133,0.0384,0.004,0.002,0.0357,0.0222,0.0101,50893,7886,0.7154,0.927,0.7463,0.5455,0.7364,0.5386,23500
University of Houston,TX,3,48,6,1152,34560,0.2499,0.1011,0.3339,0.223,0.0011,0.0021,0.0341,0.0435,0.0112,23858,11173,0.5068,0.4504,0.509,0.4031,0.5293,0.3974,13250
LeTourneau University,TX,3,48,6,1150,1823,0.616,0.09,0.0993,0.0148,0.0049,0,0.0406,0.0346,0.0998,41236,6862,0.5271,0.5428,0.5369,0.2609,0.5235,0.4873,19500
Texas Tech University,TX,3,48,6,1117,29587,0.5881,0.0622,0.2425,0.0255,0.0032,0.0014,0.0227,0.0499,0.0044,22112,8880,0.6003,0.599,0.6273,0.5273,0.6176,0.451,15500
Saint Edward's University,TX,3,48,6,1114,4048,0.3698,0.0417,0.4145,0.0306,0.0042,0.0015,0.0348,0.0791,0.0237,52247,8464,0.6364,0.7126,0.6233,0.6316,0.6815,0.5419,20500
University of North Texas,TX,3,48,6,1090,31241,0.4577,0.1264,0.2343,0.0576,0.0033,0.0009,0.0724,0.0394,0.0079,21003,10109,0.5167,0.5223,0.5277,0.4652,0.5554,0.5491,13750
University of St Thomas,TX,3,48,6,1085,1730,0.2416,0.0705,0.4312,0.1168,0.0023,0.0017,0.0266,0.0908,0.0185,41141,7035,0.5969,0.6031,0.6379,0.2857,0.5222,0.3643,15554
Abilene Christian University,TX,3,48,6,1077,3719,0.6416,0.0906,0.164,0.011,0.0032,0.0011,0.0497,0.0368,0.0019,44404,7733,0.6233,0.8546,0.6586,0.3333,0.6287,0.5237,15000
The University of Texas at Arlington,TX,3,48,6,1070,32545,0.384,0.1458,0.2625,0.1124,0.0032,0.0022,0.0334,0.0344,0.0222,22395,9020,0.4797,0.309,0.4761,0.3858,0.4672,0.4268,11686
Dallas Baptist University,TX,3,48,6,1060,3109,0.6018,0.1383,0.1644,0.0196,0.0077,0.0032,0,0.065,0,36371,8178,0.5936,0.6658,0.6436,0.3478,0.5718,0.6036,15000
Houston Baptist University,TX,3,48,6,1057,2313,0.2603,0.1824,0.3286,0.1012,0.0035,0.0026,0.0389,0.0346,0.048,39332,6934,0.4405,0.7085,0.4966,0.3667,0.4531,0.5316,12500
University of Mary Hardin-Baylor,TX,3,48,6,1051,3217,0.5651,0.1505,0.2092,0.0152,0.0081,0.0037,0.0261,0.0124,0.0096,37730,7734,0.4809,0.7416,0.5435,0.32,0.4884,0.674,17687
The University of Texas at Tyler,TX,3,48,6,1050,6473,0.5849,0.0973,0.178,0.0362,0.0032,0.0006,0.0578,0.0195,0.0226,17915,8256,0.3893,0.4391,0.4257,0.359,0.4623,0.4122,11724.5
St. Mary's University,TX,3,48,6,1036,2271,0.1422,0.0326,0.6803,0.0207,0.0031,0.0009,0.0075,0.0872,0.0255,38469,9951,0.5897,0.8336,0.6548,0.6087,0.6411,0.623,21937.5
Lubbock Christian University,TX,3,48,6,1034,1430,0.6832,0.051,0.2252,0.0063,0.0154,0.0042,0,0.0147,0,31506,6344,0.3923,0.6349,0.4821,0.1429,0.4535,0.7914,15750
The University of Texas at San Antonio,TX,3,48,6,1033,24036,0.2428,0.0928,0.5423,0.0548,0.0016,0.002,0.0318,0.0249,0.0069,19488,8823,0.3477,0.6195,0.3259,0.3953,0.3497,0.5041,14442
Texas State University,TX,3,48,6,1033,34244,0.4743,0.0955,0.3593,0.0225,0.0029,0.0017,0.0347,0.0055,0.0037,21122,8033,0.541,0.5789,0.5734,0.5296,0.594,0.5271,14000
Hardin-Simmons University,TX,3,48,6,1019,1656,0.6673,0.0688,0.1727,0.0103,0.0024,0.0018,0.0411,0.0127,0.0229,35218,6900,0.5199,0.7355,0.6095,0.3684,0.5435,0.5827,16943.5
Schreiner University,TX,3,48,6,998,1152,0.4844,0.0347,0.3724,0.0095,0.0026,0,0.0156,0.0078,0.0729,35338,6490,0.4466,0.7457,0.4294,0.375,0.4361,0.6455,14250
Texas Wesleyan University,TX,3,48,6,995,1689,0.3067,0.1486,0.2937,0.0124,0.0077,0,0.058,0.1616,0.0112,36953,7641,0.3039,0.4816,0.2614,0.2188,0.408,0.3054,13750
Stephen F Austin State University,TX,3,48,6,993,10685,0.5727,0.189,0.1747,0.0119,0.0051,0.0006,0.0333,0.0059,0.0069,20635,7593,0.4417,0.7078,0.5059,0.3657,0.4556,0.5776,16819.5
Sam Houston State University,TX,3,48,6,986,17902,0.513,0.1824,0.219,0.0166,0.0053,0.0015,0.0307,0.0117,0.0196,20671,7627,0.5061,0.4964,0.5249,0.4652,0.5574,0.5588,15140
Concordia University Texas,TX,3,48,6,984,1749,0.4282,0.1218,0.3076,0.0303,0.0074,0.0034,0.0154,0.0051,0.0806,40836,6803,0.3532,0.5499,0.4088,0.2917,0.3319,0.6084,14000
Southwestern Assemblies of God University,TX,3,48,6,980,1740,0.5747,0.1241,0.208,0.0086,0.0448,0.0063,0.0213,0.0057,0.0063,33736,5481,0.4106,0.6041,0.4516,0.1786,0.4222,0.7381,13750
